Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone nach DIN EN 1991 Teil 1-3 ,wichtige Hinweise,DC,ZIP,comments
BY,Haßberge,09674133,Eltmann,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674139,Gädheim,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674147,Haßfurt,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674149,Hofheim i. UFr.,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674153,Riedbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674159,Oberaurach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674160,Kirchlauter,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674163,Knetzgau,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674164,Königsberg i. Bay.,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674171,Maroldsweisach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674180,Theres,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674184,Pfarrweisach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674187,Rauhenebrach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674190,Rentweinsdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674195,Sand a. Main,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674201,Stettfeld,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674210,Untermerzbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674219,Wonfurt,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674221,Zeil a. Main,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674223,Ermershausen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674451,Fabrik-Schleichacher Forst-Nordost Nordost,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674452,Fabrik-Schleichacher Forst-Südwest Südwest,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674453,Markertsgrüner Forst-Ost,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674454,Markertsgrüner Forst-West,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674455,Neuhauser Forst,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Haßberge,09674457,Zeller Forst-West,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09674,,covered by DC rule
BY,Kitzingen,alle,alle,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09675,,
BY,Miltenberg,alle,"alle außer 
63868 Großwallstadt, 63843 Niedernberg, 63834 Sulzbach a. Main  = SLZ 1",2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09676,,
BY,Main-Spessart,alle,"alle außer:
97450 Arnstein, 97282 Retzstadt, 97289 Thüngen =  SLZ 1;",2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09677,,
BY,Schweinfurt,alle,alle,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09678,,
BY,Würzburg,alle,alle,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09679,,
BY,Augsburg,09761000,Augsburg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09761,,
BY,Kaufbeuren,09762000,Kaufbeuren,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09762,,
,,,,,,,,
BY,Memmingen,09764000,Memmingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09764,,
BY,Aichach-Friedberg,alle,alle,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09771,,
BY,Augsburg,alle,alle,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09772,,
BY,Dillingen a.d. Donau,09773111,Aislingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,default zone is 1a
BY,Dillingen a.d. Donau,09773112,Bachhagel,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773113,Bächingen a.d. Brenz,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773116,Binswangen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773117,Bissingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773119,Blindheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773122,Buttenwiesen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773125,Dillingen a.d. Donau,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773133,Glött,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773136,Gundelfingen a.d. Donau,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773137,Haunsheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773139,Höchstädt a.d. Donau,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773140,Holzheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773143,Laugna,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773144,Lauingen (Donau),1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773146,Lutzingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773147,Mödingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773150,Finningen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773153,Medlingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773164,Schwenningen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773170,Syrgenstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773179,Villenbach,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773182,Wertingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773183,Wittislingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773186,Ziertheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773187,Zöschingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Dillingen a.d. Donau,09773188,Zusamaltheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09773,,covered by DC rule
BY,Günzburg,alle,alle,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09774,,
BY,Neu-Ulm,09775111,Altenstadt,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775115,Bellenberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775118,Buch,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,default zone is 1a
BY,Neu-Ulm,09775126,Holzheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775129,Illertissen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775132,Kellmünz a.d. Iller,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775134,Nersingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775135,Neu-Ulm,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775139,Elchingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775141,Oberroth,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775142,Osterberg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775143,Pfaffenhofen a.d. Roth,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775149,Roggenburg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775152,Senden,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775161,Unterroth,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775162,Vöhringen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775164,Weißenhorn,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775451,Auwald,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775452,Oberroggenburger Wald,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775454,Stoffenrieder Forst,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Neu-Ulm,09775455,Unterroggenburger Wald,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09775,,covered by DC rule
BY,Lindau (Bodensee),alle,"alle außer
88131 Bodolz, 88131 Lindau (Bodensee), 88149 Nonnenhorn, 88142 Wasserburg (Bodensee), 88138 Weißensberg = SLZ 2",3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09776,,88138 is ambiguous 88131 isn't
BY,Ostallgäu,09777111,Aitrang,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,default zone is 2
BY,Ostallgäu,09777112,Biessenhofen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777114,Baisweil,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777118,Bidingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777121,Buchloe,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777124,Eggenthal,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777125,Eisenberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777128,Friesenried,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777129,Füssen,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777130,Germaringen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777131,Görisried,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777135,Hopferau,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777138,Günzach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777139,Irsee,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777140,Jengen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777141,Kaltental,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777144,Kraftisried,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777145,Lamerdingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777147,Lechbruck am See,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777149,Lengenwang,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777151,Marktoberdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777152,Mauerstetten,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777153,Nesselwang,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777154,Obergünzburg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777155,Oberostendorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777157,Osterzell,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777158,Pforzen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777159,Pfronten,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777163,Rieden a. Forggensee,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777164,Rieden,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777165,Ronsberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777166,Roßhaupten,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777167,Ruderatshofen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777168,Rückholz,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777169,Schwangau,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777170,Seeg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777171,Stötten a. Auerberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777172,Stöttwang,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777173,Halblech,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777175,Unterthingau,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777176,Untrasried,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777177,Waal,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777179,Wald,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777182,Westendorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Ostallgäu,09777183,Rettenbach a. Auerberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09777,,covered by DC rule
BY,Unterallgäu,09778111,Amberg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,default zone is 1a
BY,Unterallgäu,09778113,Apfeltrach,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778115,Babenhausen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778116,Bad Wörishofen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778118,Benningen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778119,Böhen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778120,Boos,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778121,Breitenbrunn,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778123,Buxheim,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
