Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone nach DIN EN 1991 Teil 1-3 ,wichtige Hinweise,DC,ZIP,comments
BY,Dingolfing-Landau,09279130,Niederviehbach,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09279,,covered by DC rule
BY,Dingolfing-Landau,09279132,Pilsting,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09279,,covered by DC rule
BY,Dingolfing-Landau,09279134,Reisbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09279,,covered by DC rule
BY,Dingolfing-Landau,09279135,Simbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09279,,covered by DC rule
BY,Dingolfing-Landau,09279137,Wallersdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09279,,covered by DC rule
BY,Amberg,09361000,Amberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09361,,
BY,Regensburg,09362000,Regensburg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09362,,
BY,Weiden i.d. OPf.,09363000,Weiden i.d. OPf.,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09363,,
BY,Amberg-Sulzbach,alle,alle,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09371,,
BY,Cham,09372112,Arnschwang,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,default zone is 3
BY,Cham,09372113,Arrach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372115,Blaibach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372116,Cham,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372117,Chamerau,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372124,Eschlkam,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372125,Falkenstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372126,Furth im Wald,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372128,Gleißenberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372130,Grafenwiesen,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372135,Hohenwarth,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372137,Bad Kötzting,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372138,Lam,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372142,Michelsneukirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372143,Miltach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372144,Neukirchen b. Hl. Blut,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372146,Pemfling,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372147,Pösing,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372149,Reichenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372150,Rettenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372151,Rimbach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372153,Roding,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372154,Rötz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372155,Runding,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372157,Schönthal,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372158,Schorndorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372161,Stamsried,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372163,Tiefenbach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372164,Traitsching,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372165,Treffelstein,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372167,Zell,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372168,Waffenbrunn,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372169,Wald,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372170,Walderbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372171,Waldmünchen,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372174,Weiding,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372175,Willmering,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372177,Zandt,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Cham,09372178,Lohberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09372,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373112,Berching,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373113,Berg b. Neumarkt i.d. OPf.,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,default zone is 2
BY,Neumarkt i.d. OPf.,09373114,Berngau,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373115,Breitenbrunn,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373119,Deining,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373121,Dietfurt a.d. Altmühl,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373126,Freystadt,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373134,Hohenfels,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373140,Lauterhofen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373143,Lupburg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373146,Mühlhausen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373147,Neumarkt i.d. OPf.,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373151,Parsberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373153,Pilsach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373155,Postbauer-Heng,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373156,Pyrbaum,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373159,Sengenthal,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373160,Seubersdorf i.d. OPf.,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373167,Velburg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neumarkt i.d. OPf.,09373451,Grafenbucher Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09373,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374111,Altenstadt a.d. Waldnaab,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,default zone is 2
BY,Neustadt a.d. Waldnaab,09374117,Eschenbach i.d. OPf.,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374118,Eslarn,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374119,Etzenricht,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374121,Floß,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374122,Flossenbürg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374123,Georgenberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374124,Grafenwöhr,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374127,Irchenrieth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374128,Kirchendemenreuth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374129,Kirchenthumbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374131,Kohlberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374132,Leuchtenberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374133,Luhe-Wildenau,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374134,Mantel,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374137,Moosbach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374139,Neustadt a.d. Waldnaab,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374140,Neustadt am Kulm,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374144,Parkstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374146,Pirk,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374147,Pleystein,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374148,Trabitz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374149,Pressath,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374150,Püchersreuth,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374154,Schirmitz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374155,Schlammersdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374156,Schwarzenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374157,Speinshart,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374158,Störnstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374159,Tännesberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374160,Theisseil,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374162,Vohenstrauß,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374163,Vorbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374164,Waidhaus,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374165,Waldthurn,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374166,Weiherhammer,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374168,Windischeschenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
BY,Neustadt a.d. Waldnaab,09374170,Bechtsrieth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09374,,covered by DC rule
